,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,Discription,Geographical area 
173,Northern,Uttarakhand,Auli,Auli Ski Resort,Ski Resort,1990,3,4.5,0,No,None,Adventure,Yes,0.01,Morning,"A premier skiing destination in Auli, known for its pristine snow-covered slopes and breathtaking views of the Himalayan peaks. It offers skiing and snowboarding activities for enthusiasts.","Latitude: 30.5070° N, Longitude: 79.5585° E"
174,Northern,Uttarakhand,Badrinath,Badrinath Temple,Temple,-820,1,4.8,0,No,None,Religious,No,0.29,All,"A revered Hindu temple dedicated to Lord Vishnu, located in Badrinath. It is one of the Char Dham pilgrimage sites and attracts devotees for its religious significance and scenic surroundings.","Latitude: 30.7433° N, Longitude: 79.4890° E"
175,Northern,Uttarakhand,Almora,Binsar Wildlife Sanctuary,Wildlife Sanctuary,1988,2,4.3,150,No,None,Wildlife,Yes,0.01,All,"A protected area in the Kumaon region, known for its diverse flora and fauna, including various species of birds, animals, and plants. It offers opportunities for wildlife viewing and nature walks.","Latitude: 29.6478° N, Longitude: 79.4856° E"
176,Northern,Uttarakhand,Ranikhet,Chaubatia Gardens,Orchard,1868,1,4,50,No,None,Recreational,Yes,0.025,All,"Beautiful terraced gardens near Almora, known for their lush landscapes, diverse flower varieties, and panoramic views of the Himalayan ranges. It is a popular spot for leisurely walks and picnics.","Latitude: 29.5977° N, Longitude: 79.5503° E"
177,Northern,Uttarakhand,Jim Corbett,Jim Corbett National Park,National Park,1936,3,4.4,100,Yes,None,Wildlife,Yes,0.3,All,"India’s oldest national park, located in the Terai region, known for its rich biodiversity, including tigers, leopards, and elephants. It offers thrilling safaris and opportunities for wildlife photography.","Latitude: 29.5491° N, Longitude: 78.6964° E"
178,Northern,Uttarakhand,Uttarkashi,Gangotri Temple,Temple,1751,1,4.8,0,No,None,Religious,No,0.05,All,"A significant Hindu temple dedicated to the goddess Ganga, located in the Gangotri Glacier region. It is one of the Char Dham pilgrimage sites and a major destination for devotees seeking spiritual blessings.","Latitude: 30.9833° N, Longitude: 78.9833° E"
179,Northern,Uttarakhand,Chopta,Tungnath Temple,Temple,751,2,4.8,0,No,None,Religious,No,0.09,All,"An ancient Hindu temple dedicated to Lord Shiva, situated at a high altitude in the Chamoli district. It is one of the Panch Kedar temples and offers panoramic views of the surrounding peaks.","Latitude: 30.3095° N, Longitude: 79.1754° E"
180,Northern,Uttarakhand,Joshimath,Valley of Flowers,National Park,1982,5,4.7,150,No,None,Nature,Yes,0.035,Morning,"A UNESCO World Heritage Site, known for its stunning meadows filled with a diverse range of wildflowers and alpine flora. It is a popular destination for trekking and enjoying the natural beauty of the valley.","Latitude: 30.4118° N, Longitude: 79.6116° E"
181,Central,Uttar Pradesh,Agra,Taj Mahal,Mausoleum,1632,2,4.6,50,Yes,Friday,Historical,Yes,2.25,Morning,"An iconic white marble mausoleum in Agra, built by Emperor Shah Jahan in memory of his wife Mumtaz Mahal. It is renowned for its stunning architecture, intricate inlay work, and is a UNESCO World Heritage Site.","Latitude: 27.1751° N, Longitude: 78.0421° E"
182,Central,Uttar Pradesh,Varanasi,Kashi Vishwanath Temple,Temple,Unknown,1,4.7,0,Yes,None,Religious,No,0.9,All,"A sacred Hindu temple dedicated to Lord Shiva, located in Varanasi. It is one of the twelve Jyotirlingas and is a significant pilgrimage site, revered for its spiritual and historical importance.","Latitude: 25.3160° N, Longitude: 82.9739° E"
183,Central,Uttar Pradesh,Lucknow,Bara Imambara,Monument,1784,1.5,4.4,50,Yes,Monday,Historical,No,0.45,All,"A historical monument in Lucknow, built by Nawab Asaf-ud-Daula. It is known for its grand architecture, including the central hall, which is one of the largest arched constructions without support beams.","Latitude: 26.8551° N, Longitude: 80.9458° E"
184,Central,Uttar Pradesh,Mathura,Krishna Janmabhoomi,Temple,Unknown,1,4.7,0,Yes,None,Religious,No,0.13,All,"A revered Hindu site in Mathura, believed to be the birthplace of Lord Krishna. The complex includes temples and historical buildings, attracting thousands of devotees annually.","Latitude: 27.5833° N, Longitude: 77.5833° E"
185,Central,Uttar Pradesh,Ayodhya,Ram Janmabhoomi,Religious Site,Unknown,1,4.8,0,Yes,None,Religious,No,0.025,All,"A significant Hindu pilgrimage site in Ayodhya, believed to be the birthplace of Lord Rama. The site is known for its religious significance and ongoing historical and cultural importance.","Latitude: 26.7950° N, Longitude: 82.2044° E"
186,Central,Uttar Pradesh,Vrindavan,Banke Bihari Temple,Temple,1864,1,4.8,0,Yes,None,Religious,No,0.37,All,"A famous Hindu temple dedicated to Lord Krishna, located in Vrindavan. It is known for its vibrant celebrations, especially during Krishna Janmashtami, and its deity's unique form.","Latitude: 27.5701° N, Longitude: 77.6736° E"
187,Central,Uttar Pradesh,Allahabad,Triveni Sangam,Confluence,Unknown,1,4.5,0,Yes,None,Religious,Yes,0.09,Morning,"The confluence of the Ganges, Yamuna, and mythical Saraswati rivers in Allahabad (Prayagraj). It is a major pilgrimage site, especially during the Kumbh Mela, where devotees gather for ritual baths.","Latitude: 25.4478° N, Longitude: 81.8406° E"
188,Central,Uttar Pradesh,Jhansi,Jhansi Fort,Fort,1613,1.5,4.4,15,Yes,None,Historical,Yes,0.25,All,"A historic fort in Jhansi, known for its role in the Indian Rebellion of 1857. The fort features impressive architecture and offers insights into the region's historical significance.","Latitude: 25.4484° N, Longitude: 78.5687° E"
189,Central,Uttar Pradesh,Sarnath,Dhamek Stupa,Monument,-500,1,4.6,5,Yes,None,Historical,Yes,0.065,All,"An ancient Buddhist stupa located in Sarnath, near Varanasi. It marks the spot where Buddha gave his first sermon and is an important site for Buddhist pilgrims.","Latitude: 25.3790° N, Longitude: 82.8321° E"
190,Central,Uttar Pradesh,Fatehpur Sikri,Buland Darwaza,Monument,1571,2,4.4,40,Yes,None,Historical,Yes,0.07,Afternoon,"A grand gateway in Fatehpur Sikri, built by Emperor Akbar to commemorate his victory over Gujarat. It is known for its impressive height and intricate architectural details.","Latitude: 27.0926° N, Longitude: 78.5203° E"
191,Central,Uttar Pradesh,Noida,Okhla Bird Sanctuary,Bird Sanctuary,1990,1.5,4.3,30,Yes,None,Wildlife,Yes,0.035,All,"A protected area in Noida, known for its diverse bird species and rich biodiversity. It offers birdwatching opportunities and a serene environment for nature enthusiasts.","Latitude: 28.5377° N, Longitude: 77.3166° E"
192,Central,Uttar Pradesh,Aligarh,Aligarh Fort,Fort,1524,1,4.1,20,Yes,None,Historical,Yes,0.0165,Afternoon,"A historic fort located in Aligarh, originally built by the Chauhans and later expanded by the Mughals. It features ancient architecture and is a notable historical landmark.","Latitude: 27.8898° N, Longitude: 78.0877° E"
193,Central,Uttar Pradesh,Meerut,Augarnath Temple,Temple,Unknown,1,4.8,0,Yes,None,Religious,No,0.045,All,"A revered Hindu temple dedicated to Lord Shiva, located in Agra. It is known for its spiritual significance and historical architecture.","Latitude: 27.1767° N, Longitude: 78.0088° E"
194,Central,Uttar Pradesh,Kanpur,Allen Forest Zoo,Zoo,1971,2,4.2,150,Yes,Monday,Wildlife,Yes,0.21,All,"A large zoological park in Kanpur, featuring a variety of animal species in a naturalistic setting. It is a popular destination for families and wildlife enthusiasts.","Latitude: 26.4534° N, Longitude: 80.3050° E"
195,Northern,Jammu and Kashmir,Srinagar,Dal Lake,Lake,Unknown,2,4.6,0,Yes,None,Nature,Yes,0.15,Morning,"A picturesque freshwater lake in Srinagar, renowned for its houseboats and shikaras (traditional wooden boats). It offers stunning views of the surrounding mountains and is a popular spot for leisurely boat rides.","Latitude: 34.0930° N, Longitude: 74.8150° E"
196,Northern,Ladakh,Leh,Pangong Tso,Lake,Unknown,2,4.9,20,Yes,None,Nature,Yes,0.15,Morning,"A high-altitude lake in Ladakh, famous for its breathtaking blue waters and dramatic landscape. It stretches across India and China and is a popular spot for camping and photography.","Latitude: 33.7833° N, Longitude: 78.1500° E"
197,Northern,Jammu and Kashmir,Pahalgam,Betaab Valley,Valley,Unknown,2,4.6,100,No,None,Nature,Yes,0.11,All,"A scenic valley in Pahalgam, known for its lush greenery and picturesque views. It is named after the Bollywood movie ""Betaab"" and is a popular destination for nature lovers and trekkers.","Latitude: 34.1770° N, Longitude: 75.3590° E"
198,Northern,Jammu and Kashmir,Jammu,Vaishno Devi,Temple,Unknown,5,4.7,0,Yes,None,Religious,No,0.55,All,A significant Hindu pilgrimage site located in the Trikuta Mountains. The temple is dedicated to Goddess Vaishno Devi and attracts millions of devotees annually. The trek to the temple offers scenic views and spiritual experiences.,"Latitude: 30.8263° N, Longitude: 78.9494° E"
199,Northern,Jammu and Kashmir,Udhampur,Patnitop Height,Hill,Unknown,2,4.1,0,No,None,Recreational,Yes,0.01,All,"A popular hill station in Jammu, known for its scenic beauty and pleasant climate. It offers activities like trekking, paragliding, and views of the snow-capped mountains.","Latitude: 33.2667° N, Longitude: 75.3833° E"
200,Northern,Jammu and Kashmir,Anantnag,Amarnath Cave,Temple,Unknown,6,4.5,0,No,None,Religious,Yes,0.11,All,"A sacred Hindu shrine located in a cave near Pahalgam, dedicated to Lord Shiva. The cave is famous for its natural ice Shiva Lingam, and the annual Amarnath Yatra is a significant pilgrimage event.","Latitude: 34.1667° N, Longitude: 75.4167° E"
201,Northern,Ladakh,Leh,Thiksey Monastery,Monastery,1430,1.5,4.7,20,Yes,None,Religious,No,0.05,All,"A prominent Tibetan Buddhist monastery in Ladakh, known for its striking architecture and impressive collection of religious artifacts. It offers panoramic views of the surrounding valley and is a center for Tibetan culture and spirituality.","Latitude: 32.3114° N, Longitude: 77.5722° E"
202,Northern,Ladakh,Nubra Valley,Nubra Valley,Valley,Unknown,2,4.5,0,No,None,Nature,Yes,0.1,All,"A high-altitude desert valley in Ladakh, known for its unique landscapes, sand dunes, and lush green oases. It is a popular destination for trekking, camel rides, and experiencing traditional Ladakhi culture.","Latitude: 34.3833° N, Longitude: 77.5667° E"
203,Northern,Ladakh,Kargil,Kargil War Memorial,War Memorial,24,1,4.8,0,No,None,Historical,Yes,0.011,All,"A memorial dedicated to the soldiers who fought in the Kargil War of 1999. Located in Kargil, it offers a tribute to the bravery and sacrifice of the Indian Army and provides insights into the conflict.","Latitude: 34.5594° N, Longitude: 76.1050° E"
204,Northern,Ladakh,Diskit,Diskit Monastery,Monastery,1351,1,4.7,20,No,None,Religious,No,0.015,Morning,"A historic Tibetan Buddhist monastery in Nubra Valley, known for its large statue of Maitreya Buddha and beautiful murals. It offers scenic views of the surrounding valley and is a center for Buddhist learning.","Latitude: 34.4069° N, Longitude: 78.1239° E"
205,Northern,Jammu and Kashmir,Kishtwar,Kishtwar National Park,National Park,1981,3,4.3,100,No,None,Wildlife,Yes,0.01,All,"A protected area in Jammu and Kashmir, known for its diverse flora and fauna, including various species of birds and animals. It offers opportunities for wildlife viewing and trekking in a pristine natural environment.","Latitude: 33.0000° N, Longitude: 76.0000° E"
206,Northern,Ladakh,Hemis,Hemis National Park,National Park,1981,4,4.4,20,No,None,Wildlife,Yes,0.02,All,"A high-altitude national park in Ladakh, known for its unique wildlife, including the snow leopard. It offers trekking opportunities and scenic views of the rugged landscapes.","Latitude: 33.2000° N, Longitude: 77.5833° E"
207,Northern,Ladakh,Dras,Dras War Memorial,War Memorial,Unknown,1,4.8,0,No,None,Historical,Yes,0.012,All,"A memorial dedicated to the soldiers who fought in the Kargil War, located in Dras. It commemorates the sacrifices of the Indian Army and offers insights into the war and its impact.","Latitude: 34.4014° N, Longitude: 75.1394° E"
208,Northern,Ladakh,Leh,Magnetic Hill,Gravity Hill,Unknown,0.5,3.7,0,Yes,None,Nature,Yes,0.1,All,"A gravity hill located near Leh, where the landscape creates an optical illusion that makes a slight downhill slope appear to be an uphill slope. It is a popular spot for visitors intrigued by the phenomenon.","Latitude: 34.3280° N, Longitude: 77.5878° E"
209,Northern,Ladakh,Leh,Khardung La Pass,Hill,Unknown,1,4.5,0,Yes,None,Adventure,Yes,0.05,Afternoon,"One of the highest motorable passes in the world, located in Ladakh. It offers stunning views of the surrounding mountains and is a popular stop for travelers exploring the region.","Latitude: 35.4000° N, Longitude: 77.0833° E"
210,Northern,Ladakh,Leh,Thiksey Monastery,Monastery,1430,1.5,4.7,30,Yes,None,Religious,No,0.05,All,"A prominent Tibetan Buddhist monastery in Ladakh, known for its striking architecture and impressive collection of religious artifacts. It offers panoramic views of the surrounding valley and is a center for Tibetan culture and spirituality.","Latitude: 32.3114° N, Longitude: 77.5722° E"
211,Central,Uttar Pradesh,Vrindavan,Prem Mandir,Temple,2012,1.5,4.8,0,Yes,None,Religious,Yes,0.49,Evening,"A Hindu temple in Vrindavan, dedicated to Lord Krishna and Radha. It is known for its intricate carvings and vibrant murals depicting the life and teachings of Krishna.","Latitude: 27.5708° N, Longitude: 77.6704° E"
212,Central,Uttar Pradesh,Porbandar,Kirti Mandir,Memorial,1950,1,4.8,0,Yes,None,Historical,Yes,0.03,Morning,"A significant Hindu temple in Mathura, dedicated to Lord Krishna. It is known for its historical and religious importance, and its architecture reflects traditional styles.","Latitude: 27.5833° N, Longitude: 77.5833° E"
213,Central,Uttar Pradesh,Mathura,Nand Gaon,Village,Unknown,1,4.1,0,Yes,None,Cultural,Yes,0.01,Morning,"A sacred village near Mathura, known for its association with Lord Krishna’s foster father, Nand Baba. It features temples and traditional architecture related to Krishna’s early life.","Latitude: 27.5833° N, Longitude: 77.5833° E"
214,Central,Uttar Pradesh,Mathura,Barsana Mandir,Temple,Unknown,1,4.8,0,Yes,None,Religious,Yes,0.1,Morning,"A revered Hindu temple in Barsana, dedicated to Radha, the consort of Lord Krishna. It is known for its beautiful architecture and vibrant festivals celebrating Radha and Krishna.","Latitude: 27.6000° N, Longitude: 77.4333° E"
215,Eastern,West Bengal,Darjeeling,Tiger Hill,Sunrise Point,Unknown,1,4.5,0,No,None,Nature,Yes,0.025,All,"A renowned viewpoint in Darjeeling, offering breathtaking views of the sunrise over the Himalayas, including Mount Everest and Kanchenjunga. It is a popular spot for early morning visits to witness the spectacular scenery.","Latitude: 26.9944° N, Longitude: 88.2655° E"
216,Eastern,West Bengal,Siliguri,Jaldapara National Park,Wildlife Sanctuary,1941,3,4.4,250,Yes,None,Wildlife,Yes,0.035,All,"A wildlife sanctuary located in the foothills of the Eastern Himalayas, known for its population of Indian one-horned rhinoceroses. It offers jungle safaris and is home to a variety of flora and fauna.","Latitude: 26.6892° N, Longitude: 89.3328° E"
217,Eastern,West Bengal,Sundarbans,Sundarbans National Park,National Park,1984,4,4.4,60,No,None,Wildlife,Yes,0.065,All,"A UNESCO World Heritage Site and a biosphere reserve, famous for its mangrove forests and the Bengal tiger. The park is a critical habitat for numerous wildlife species and offers boat safaris for visitors.","Latitude: 21.9497° N, Longitude: 88.8345° E"
218,Eastern,West Bengal,Digha,Digha Beach,Beach,Unknown,1.5,4.5,0,No,None,Recreational,Yes,0.09,Morning,"A popular beach destination on the Bay of Bengal, known for its shallow sand beaches and scenic beauty. It is a favored weekend getaway spot for tourists seeking relaxation by the sea.","Latitude: 21.6222° N, Longitude: 87.5095° E"
219,Eastern,West Bengal,Murshidabad,Hazarduari Palace,Palace,1837,1.5,4.5,10,Yes,Friday,Historical,Yes,0.18,Morning,"A historic palace located in Murshidabad, featuring a collection of antiques, paintings, and artifacts from the Nawab era. The palace, meaning ""Palace of a Thousand Doors,"" showcases Indo-European architectural style.","Latitude: 24.1872° N, Longitude: 88.2686° E"
220,Eastern,West Bengal,Bolpur,Kankalitala Temple,Temple,Unknown,0.5,4.7,0,Yes,None,Religious,No,0.045,All,"A sacred Hindu temple dedicated to Goddess Kali, located near Bolpur in Santiniketan. It is one of the Shakti Peethas and is a significant pilgrimage site for devotees.","Latitude: 23.6772° N, Longitude: 87.7343° E"
221,Eastern,West Bengal,Hooghly,Hangseswari Temple,Temple,1814,0.5,4.6,0,Yes,None,Architectural,No,0.07,All,"An ancient Hindu temple in Bansberia, known for its unique architectural style with multiple minarets resembling lotus buds. The temple is dedicated to Goddess Hangseswari, an incarnation of Goddess Kali.","Latitude: 22.9906° N, Longitude: 88.4006° E"
222,Eastern,West Bengal,Jalpaiguri,Gorumara National Park,National Park,1949,3,4.4,100,Yes,None,Wildlife,Yes,0.07,All,"A protected area in the Dooars region, known for its population of Indian rhinoceroses and diverse wildlife. The park offers safaris and is a popular destination for nature enthusiasts.","Latitude: 26.7064° N, Longitude: 88.8223° E"
223,Eastern,West Bengal,Cooch Behar,Cooch Behar Palace,Palace,1887,1,4.5,20,Yes,Friday,Historical,Yes,0.09,All,"A historic palace in Cooch Behar, inspired by the Buckingham Palace in London. It showcases classical Western architectural style and houses a museum displaying royal artifacts and heritage.","Latitude: 26.3259° N, Longitude: 89.4455° E"
224,Eastern,West Bengal,Purulia,Ayodhya Hills,Hill,Unknown,2.5,4.5,0,No,None,Nature,Yes,0.15,All,"A scenic hill range in Purulia, known for its natural beauty, waterfalls, and trekking opportunities. It is a popular spot for adventure seekers and nature lovers, offering picturesque landscapes and a serene environment.","Latitude: 23.2123° N, Longitude: 86.1011° E"
225,Eastern,Odisha,Puri,Jagannath Temple,Temple,12th century,2,4.7,0,Yes,None,Religious,No,1,All,"A famous Hindu temple located in Puri, dedicated to Lord Jagannath (a form of Krishna). It is renowned for its annual Rath Yatra (chariot festival) and is one of the Char Dham pilgrimage sites.","Latitude: 19.8135° N, Longitude: 85.8312° E"
226,Eastern,Odisha,Konark,Sun Temple,Temple,1250,1.5,4.7,40,Yes,None,Historical,Yes,0.83,All,"A 13th-century temple in Konark, famous for its intricate stone carvings and chariot-shaped structure dedicated to the Sun God. It is a UNESCO World Heritage Site and an architectural marvel.","Latitude: 19.8876° N, Longitude: 86.0945° E"
227,Eastern,Odisha,Bhubaneswar,Lingaraj Temple,Temple,11th century,1,4.6,0,Yes,None,Religious,No,0.35,All,"An ancient Hindu temple in Bhubaneswar, dedicated to Lord Shiva. The temple is known for its impressive Kalinga architecture and is one of the oldest and largest temples in the state.","Latitude: 20.2386° N, Longitude: 85.8336° E"
228,Eastern,Odisha,Rourkela,Khandadhar Waterfall,Waterfall,Unknown,1.5,4.5,0,No,None,Nature,Yes,1.2,All,"A stunning waterfall located in Sundergarh, known for its height and picturesque surroundings. It is a popular spot for nature lovers and adventure seekers.","Latitude: 21.7091° N, Longitude: 85.0928° E"
229,Eastern,Odisha,Cuttack,Barabati Fort,Fort,-987,1,4.5,0,Yes,None,Historical,Yes,0.13,All,"A historic fort in Cuttack, dating back to the 14th century. It showcases remnants of ancient architecture and provides a glimpse into the region's history.","Latitude: 20.4822° N, Longitude: 85.8793° E"
230,Eastern,Odisha,Sambalpur,Hirakud Dam,Dam,1957,1,4.5,0,No,None,Engineering Marvel,Yes,0.01,All,"One of the longest dams in the world, located on the Mahanadi River in Sambalpur. It offers scenic views and is a significant source of irrigation and hydroelectric power.","Latitude: 21.5150° N, Longitude: 83.8722° E"
231,Eastern,Odisha,Chilika,Chilika Lake,Lake,Unknown,2,3.9,0,Yes,None,Nature,Yes,0.1,Morning,"Asia's largest brackish water lagoon, situated along the eastern coast of Odisha. It is a biodiversity hotspot, famous for its migratory birds, especially during the winter season.","Latitude: 19.6850° N, Longitude: 85.4014° E"
232,Eastern,Odisha,Berhampur,Tara Tarini Temple,Temple,Ancient,1,4.6,0,Yes,None,Religious,No,0.01,All,A revered Shakti Peetha located on the banks of the Rushikulya River in Ganjam. It is dedicated to the twin goddesses Tara and Tarini and attracts numerous pilgrims.,"Latitude: 19.4388° N, Longitude: 84.9984° E"
233,Eastern,Odisha,Keonjhar,Badaghagara Waterfall,Waterfall,Unknown,1,4.3,0,No,None,Nature,Yes,0.018,Morning,"A beautiful waterfall situated in Keonjhar district, known for its serene surroundings and natural beauty. It is a popular destination for picnics and trekking.","Latitude: 21.6355° N, Longitude: 85.5866° E"
234,Eastern,Odisha,Balasore,Chandipur Beach,Beach,Unknown,1.5,4.2,0,Yes,None,Recreational,Yes,0.014,Morning,"A unique beach located in Balasore, known for its disappearing sea phenomenon. The water recedes up to 5 kilometers during low tide, offering a unique experience to visitors.","Latitude: 21.4396° N, Longitude: 87.0158° E"
235,Eastern,Odisha,Kendujhar,Sanaghagara Waterfall,Waterfall,Unknown,1,4.4,0,No,None,Nature,Yes,0.055,All,"Another picturesque waterfall in Keonjhar district, surrounded by lush greenery. It is a favored spot for nature lovers and provides opportunities for trekking and picnicking.","Latitude: 21.6234° N, Longitude: 85.5990° E"
236,Southern,Tamil Nadu,Chennai,Marina Beach,Beach,Unknown,1.5,3.9,0,Yes,None,Recreational,Yes,0.1,Morning,"Located in Chennai, Marina Beach is India's longest urban beach, stretching about 13 km along the Bay of Bengal. It's a popular destination for locals and tourists, offering scenic views, a vibrant atmosphere, and various activities.","Latitude: 13.0475° N, Longitude: 80.2825° E"
237,Southern,Tamil Nadu,Madurai,Meenakshi Amman Temple,Temple,6th century AD,2,4.7,0,Yes,None,Religious,No,0.65,All,"Situated in Madurai, this historic Hindu temple is dedicated to Goddess Meenakshi and her consort, Lord Sundareswarar. Known for its stunning architecture, intricate carvings, and towering gopurams, it is a major pilgrimage site.","Latitude: 9.9195° N, Longitude: 78.1191° E"
238,Southern,Tamil Nadu,Rameswaram,Ramanathaswamy Temple,Temple,12th century,1.5,4.6,0,No,None,Religious,No,0.01,All,"Located on Rameswaram Island, this temple is one of the twelve Jyotirlinga temples dedicated to Lord Shiva. It's renowned for its long corridors, elaborate sculptures, and sacred significance in Hindu mythology.","Latitude: 9.2886° N, Longitude: 79.3174° E"
239,Southern,Tamil Nadu,Kanyakumari,Vivekananda Rock Memorial,Memorial,1970,1,4.6,20,Yes,None,Historical,No,0.47,Morning,"A monument in Kanyakumari, built in honor of Swami Vivekananda who meditated here in 1892. The memorial sits on a small rocky island and offers panoramic views of the Indian Ocean.","Latitude: 8.0783° N, Longitude: 77.5520° E"
240,Southern,Tamil Nadu,Ooty,Ooty Lake,Lake,1824,1,4.1,10,Yes,None,Recreational,Yes,0.61,Morning,"A man-made lake in Ooty, also known as Udhagamandalam, created by John Sullivan in 1824. It's a popular boating spot surrounded by picturesque hills and lush greenery.","Latitude: 11.4064° N, Longitude: 76.6948° E"
241,Southern,Tamil Nadu,Coimbatore,Marudamalai Temple,Temple,12th century,1,4.7,0,Yes,None,Religious,No,0.3,All,"A hilltop temple near Coimbatore, dedicated to Lord Murugan. The temple is famous for its serene surroundings, spiritual significance, and stunning views of the Western Ghats.","Latitude: 11.0737° N, Longitude: 76.8141° E"
242,Southern,Tamil Nadu,Kodaikanal,Kodaikanal Lake,Lake,1863,2,3.9,0,No,None,Recreational,Yes,0.1,Morning,"A star-shaped man-made lake in Kodaikanal, created in 1863 by Sir Vere Henry Levinge. It's a popular spot for boating, picnicking, and enjoying the natural beauty of the hill station.","Latitude: 10.2381° N, Longitude: 77.4892° E"
243,Southern,Tamil Nadu,Thanjavur,Brihadeeswarar Temple,Temple,110,1.5,4.8,0,Yes,None,Religious,No,0.35,All,"Also known as the Big Temple, this UNESCO World Heritage Site in Thanjavur is dedicated to Lord Shiva. Built by Chola King Raja Raja I, it is renowned for its grand architecture and historical significance.","Latitude: 10.7825° N, Longitude: 79.1315° E"
244,Southern,Tamil Nadu,Mahabalipuram,Shore Temple,Temple,7th century,1,4.6,40,Yes,None,Historical,No,0.09,All,"An ancient temple complex in Mamallapuram (Mahabalipuram), dating back to the 8th century. It is known for its stunning Dravidian architecture and scenic location by the Bay of Bengal.","Latitude: 12.6169° N, Longitude: 80.1957° E"
245,Southern,Tamil Nadu,Yercaud,Yercaud Lake,Lake,Unknown,1,4.2,0,No,None,Recreational,Yes,0.019,Morning,"Also known as Emerald Lake, this natural lake in Yercaud is surrounded by gardens and woods. It's a serene spot for boating and enjoying the cool climate of the hill station.","Latitude: 11.7750° N, Longitude: 78.2097° E"
246,Southern,Tamil Nadu,Tirunelveli,Nellaiappar Temple,Temple,7th century,1,4.6,0,Yes,None,Religious,No,0.16,All,"A large temple complex in Tirunelveli, dedicated to Lord Shiva and his consort Parvati. Known for its musical pillars, grand architecture, and rich history, it is an important pilgrimage site.","Latitude: 8.7265° N, Longitude: 77.6840° E"
247,Southern,Tamil Nadu,Chidambaram,Nataraja Temple,Temple,10th century,1,4.7,0,Yes,None,Religious,No,0.28,All,"Located in Chidambaram, this temple is dedicated to Lord Shiva in his form as Nataraja, the cosmic dancer. It is renowned for its unique architecture, intricate carvings, and cultural significance.","Latitude: 11.3993° N, Longitude: 79.6936° E"
248,Southern,Andhra Pradesh,Vijayawada,Kanaka Durga Temple,Temple,Unknown,1,4.7,0,Yes,None,Religious,No,0.44,All,"A famous Hindu temple dedicated to Goddess Kanaka Durga, located on the Indrakeeladri hill. It is known for its historical and spiritual significance, attracting numerous devotees.","Latitude: 16.5086° N, Longitude: 80.6184° E"
249,Southern,Andhra Pradesh,Visakhapatnam,Rishikonda Beach,Beach,Unknown,1.5,4.5,0,Yes,None,Recreational,Yes,0.39,Morning,"A beautiful beach known for its golden sands and clear waters. It's a popular spot for water sports and relaxation, offering scenic views of the Bay of Bengal.","Latitude: 17.7826° N, Longitude: 83.3756° E"
250,Southern,Andhra Pradesh,Srisailam,Mallikarjuna Swamy Temple,Temple,14th century,1,4.7,0,No,None,Religious,No,0.49,All,"One of the twelve Jyotirlinga temples dedicated to Lord Shiva, situated in the Nallamala Hills. It is an important pilgrimage site and a place of great spiritual significance.","Latitude: 16.0728° N, Longitude: 78.8686° E"
251,Southern,Andhra Pradesh,Rajahmundry,Papikondalu,Hill,Unknown,2,4.3,0,Yes,None,Nature,Yes,0.032,All,"A picturesque hill range along the Godavari River, known for its scenic beauty and boat cruises. It offers a serene environment and stunning views of the surrounding landscape.","Latitude: 17.3798° N, Longitude: 81.4872° E"
252,Southern,Andhra Pradesh,Anantapur,Lepakshi,Site,16th century,1.5,4.6,0,No,None,Historical,Yes,0.075,All,"A historic village famous for its Veerabhadra Temple, known for its exquisite carvings, murals, and the iconic hanging pillar. It is an important site for heritage and architecture enthusiasts","Latitude: 13.8045° N, Longitude: 77.6050° E"
253,Southern,Andhra Pradesh,Kurnool,Belum Caves,Cave,Unknown,1.5,4.4,65,Yes,None,Natural Wonder,Yes,0.11,Afternoon,"The second longest caves in India, known for their unique formations, stalactites, and stalagmites. It is a popular destination for spelunking and exploring underground wonders.","Latitude: 15.1004° N, Longitude: 78.1173° E"
254,Southern,Andhra Pradesh,Amravati,Amaravathi Temple,Temple,Unknown,1,4.7,0,Yes,None,Religious,No,0.041,All,"A historic temple dedicated to Lord Shiva, known for its ancient architecture and spiritual significance. It is located on the banks of the Krishna River.","Latitude: 16.5735° N, Longitude: 80.3570° E"
255,Southern,Andhra Pradesh,Guntur,Uppalapadu Bird Sanctuary,Bird Sanctuary,Unknown,1,4.4,10,Yes,None,Wildlife,Yes,0.7,All,"A haven for bird watchers, home to numerous migratory and resident bird species. It is especially known for its population of pelicans and other water birds.","Latitude: 16.2208° N, Longitude: 80.3846° E"
256,Southern,Andhra Pradesh,Kadapa,Gandikota Fort,Fort,12th century,1.5,4.5,0,No,None,Historical,Yes,0.015,Morning,"Often referred to as the ""Grand Canyon of India,"" this fort offers stunning views of the Pennar River gorge. It is known for its impressive architecture and natural beauty.","Latitude: 14.8126° N, Longitude: 78.2819° E"
257,Southern,Andhra Pradesh,Puttaparthi,Prasanthi Nilayam,Spiritual Center,1950,1,4.7,0,Yes,None,Religious,Yes,0.12,All,"The main ashram of Sri Sathya Sai Baba, attracting devotees from around the world. It is a place of spiritual learning and tranquility.","Latitude: 14.1663° N, Longitude: 77.8101° E"
